127.0.0.1 - - [13/Aug/2018:09:08:02 +0800] "GET /grms/project/images/ic_location.png HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:02 +0800] "GET /grms/common/easyui/themes/default/images/loading.gif HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:03 +0800] "GET /grms/project/addProject.html HTTP/1.1" 200 3597
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/common/css/default.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/project/css/people-common.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/common/easyui/themes/icon.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/project/css/addProject.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/project/js/addProject.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/project/images/arrow.png HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "GET /grms/project/images/ic_back1.png HTTP/1.1" 404 1058
127.0.0.1 - - [13/Aug/2018:09:08:04 +0800] "POST /grms/project/customer.json HTTP/1.1" 200 780
127.0.0.1 - - [13/Aug/2018:09:08:06 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:08:06 +0800] "GET /grms/project/js/addProjectProdect.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:08:06 +0800] "GET /grms/project/css/addProjectProdect.css HTTP/1.1" 200 659
127.0.0.1 - - [13/Aug/2018:09:08:30 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:08:57 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:08:59 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:09:08 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:09:18 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:09:21 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/ HTTP/1.1" 200 12895
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/easyui/themes/default/easyui.css HTTP/1.1" 200 61397
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/css/common.css HTTP/1.1" 200 20443
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/homepage/css/index.css HTTP/1.1" 200 7048
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/css/reset.css HTTP/1.1" 200 496
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/homepage/images/btn_cancle.png HTTP/1.1" 200 1017
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /uoms/MainAction!startpage.html HTTP/1.1" 404 1054
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/homepage/images/san.png HTTP/1.1" 200 1224
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/plugin/common.js HTTP/1.1" 200 17046
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/homepage/js/index.js HTTP/1.1" 200 18338
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/easyui/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 3046
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/images/ic_administrator.png HTTP/1.1" 200 1450
127.0.0.1 - - [13/Aug/2018:09:09:22 +0800] "GET /grms/common/easyui/jquery.min.js HTTP/1.1" 200 83095
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/shouye_02.png HTTP/1.1" 200 1328
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/common/easyui/jquery.easyui.min.js HTTP/1.1" 200 419503
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/logo.png HTTP/1.1" 200 9888
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/renyuan_02.png HTTP/1.1" 200 1435
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/xitong_02.png HTTP/1.1" 200 1516
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/nav_zhangkai_nor.png HTTP/1.1" 200 975
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/common/images/nav_ic_more1.png HTTP/1.1" 200 1079
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/common/images/ic_out.png HTTP/1.1" 200 1327
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/common/images/ic_message.png HTTP/1.1" 200 1341
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/_02.png HTTP/1.1" 404 1036
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/shouye_01.png HTTP/1.1" 200 1283
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/ HTTP/1.1" 404 1022
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/renyuan_01.png HTTP/1.1" 200 1353
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "POST /uoms/basicSetAction!getAll.html HTTP/1.1" 404 1056
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/xitong_01.png HTTP/1.1" 200 1417
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNum.html HTTP/1.1" 404 1088
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/common/images/nav_ic_down1.png HTTP/1.1" 200 1057
127.0.0.1 - - [13/Aug/2018:09:09:23 +0800] "GET /grms/homepage/images/ywhlzt.ico HTTP/1.1" 200 4286
127.0.0.1 - - [13/Aug/2018:09:09:25 +0800] "GET /grms/project/list.html HTTP/1.1" 200 3154
127.0.0.1 - - [13/Aug/2018:09:09:25 +0800] "POST /uoms/basicSetAction!getAll.html HTTP/1.1" 404 1056
127.0.0.1 - - [13/Aug/2018:09:09:25 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNum.html HTTP/1.1" 404 1088
127.0.0.1 - - [13/Aug/2018:09:09:25 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:09:27 +0800] "GET /grms/project/addProject.html HTTP/1.1" 200 3597
127.0.0.1 - - [13/Aug/2018:09:09:27 +0800] "GET /grms/project/images/ic_back1.png HTTP/1.1" 404 1058
127.0.0.1 - - [13/Aug/2018:09:09:27 +0800] "POST /grms/project/customer.json HTTP/1.1" 200 780
127.0.0.1 - - [13/Aug/2018:09:09:28 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:09:53 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:10:21 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4921
127.0.0.1 - - [13/Aug/2018:09:10:21 +0800] "GET /grms/common/easyui/themes/icon.css HTTP/1.1" 200 2202
127.0.0.1 - - [13/Aug/2018:09:10:21 +0800] "GET /grms/project/css/addProjectProdect.css HTTP/1.1" 200 540
127.0.0.1 - - [13/Aug/2018:09:10:21 +0800] "GET /grms/common/css/default.css HTTP/1.1" 200 2833
127.0.0.1 - - [13/Aug/2018:09:10:21 +0800] "GET /grms/common/css/reset.css HTTP/1.1" 200 496
127.0.0.1 - - [13/Aug/2018:09:10:21 +0800] "GET /grms/common/css/common.css HTTP/1.1" 200 20443
